id,codigo,codigo_alterno,marca,aplicacion,linea,familia,aux1,aux2,aux3,stock,precio,precio_iva,precio_22,precio_24,precio_almacen,ganancia1,precio_taller,ganancia2,date_created,date_updated
1,96534660,HF 51,Yes Quality,"Chevrolet Aveo Emo. Active, 1.4,1.6, Sail 19 (V)",Discos,Frenos,"D256mm, d59.4mm, A41mm, E24mm, 4H",DEL,V/D,0,17.95,20.10,14.00,15.68,20.51,4.92,21.71,6.51,5/1/23,
2,91277966,HF - 23B,Yes Quality,"Chevrolet Corsa Evolution 1.4 , 8V Evolution (V)",Discos,Frenos,"D240mm, d60mm, A41mm, E20mm, 4H",DEL,V/D,0,16.94,18.97,13.21,14.80,19.35,4.64,20.49,6.15,5/1/23,
3,569000,HF - 20A,Yes Quality,Chevrolet Corsa Evolution 1.8 (V),Discos,Frenos,"D260mm, d60mm, A41mm, E24mm, 4H",DEL,V/D,0,15.92,17.83,12.42,13.91,18.19,4.36,19.26,5.78,5/1/23,
4,8973606760,HF - 54,Yes Quality,Chevrolet D-max 4x2 2.4 3.2 - BD.6039 (V),Discos,Frenos,"D257mm, d88.22mm, A41mm, E26mm, 6H",DEL,V/D,0,22.78,25.51,17.77,19.90,26.02,6.25,27.55,8.27,5/1/23,
5,BD3970,HF - 21E,Yes Quality,"Chevrolet D-max 4x4 300MM 12-16, Trailblazer 12> (V)",Discos,Frenos,"D300mm, d88mm, A45mm, E27.2mm, 6H",DEL,V/D,0,26.66,29.86,20.79,23.29,30.46,7.31,32.25,9.67,5/1/23,
6,HF-302,5521165D12,Yes Quality,Chevrolet Gran Vitara 5P XL7 (5521165D11) (V),Discos,Frenos,"D310mm, d108mm, A29mm, E22mm, 5H",DEL,V/D,0,21.8,24.42,17.00,19.04,24.90,5.98,26.37,7.91,5/1/23,
7,569801,HF - 28A,Yes Quality,"Chevrolet Luv 2.2, 2.3, Troop, Rodeo 2.6 (V)",Discos,Frenos,"D257mm, d88mm, A36mm, E22mm, 6H",DEL,V/D,0,18.72,20.97,14.60,16.35,21.39,5.13,22.64,6.79,5/1/23,
8,HF-26E,,Yes Quality,Chevrolet N200 N300/ Mini Van/ Wuling Sgmw 13 ,Discos,Frenos,,,,0,16.09,18.02,12.55,14.06,18.38,4.41,19.46,5.84,5/1/23,
9,BD.6028,HF - 52A,Yes Quality,Chevrolet Optra Posterior 1.8>04 (S),Discos,Frenos,"D258mm, D60mm, A57.5mm, E10.5mm, 4H",POST,V/D,0,18.89,21.16,14.73,16.50,21.58,5.18,22.85,6.85,5/1/23,
10,9056028,HF - 20C,Yes Quality,Chevrolet Sail 1.4 03< 96574633 - BD.4633 (V),Discos,Frenos,"D235mm, d59mm, A41mm, E19.80mm, 4H",DEL,V/D,0,14.92,16.71,11.64,13.03,17.04,4.09,18.05,5.41,5/1/23,
11,90870685,HF-20E,Yes Quality,Chevrolet Sail 1.5 17> (V),Discos,Frenos,"D256mm, d59mm, A41mm, E22mm, 4H",DEL,V/D,0,16.8,18.82,13.10,14.68,19.19,4.61,20.32,6.10,5/1/23,
12,5531161G00,HF - 307,Yes Quality,Chevrolet Steem 1.6 96-02  (V),Discos,Frenos,"D235mm, d60mm, A49.5mm, E20mm, 4H",DEL,V/D,0,15.82,17.72,12.34,13.82,18.07,4.34,19.14,5.74,5/1/23,
13,HF-304,,Yes Quality,"Chevrolet Suzuki  Forza I, Super Carry (S) ",Discos,Frenos,,,,0,13.54,15.16,10.56,11.83,15.47,3.71,16.38,4.91,5/1/23,
14,55311-60B22,,Yes Quality,Chevrolet Suzuki  Forza II (S),Discos,Frenos,,,,0,16.76,18.77,13.07,14.64,19.15,4.60,20.27,6.08,5/1/23,
15,BD.6041,HF - 302C,Yes Quality,Chevrolet Suzuki S-Cross (V),Discos,Frenos,"D280mm, d62mm, A47mm, E22mm, 5H",DEL,V/D,0,16.63,18.63,12.97,14.53,19.00,4.56,20.12,6.03,5/1/23,
16,30012150,HF - 21B,Yes Quality,Chevrolet Suzuki Vitara 5P 91-99 (V),Discos,Frenos,"D287mm, d107mm, A46mm, E17mm, 5H",DEL,V/D,0,18.15,20.33,14.16,15.86,20.73,4.98,21.95,6.59,5/1/23,
17,BD1553,HF - 308A,Yes Quality,Chevrolet Tracker 1.4-1.8 14-19 (V),Discos,Frenos,"D300mm, d60mm, A46mm, E26mm, 5H",DEL,V/D,0,29.25,32.76,22.82,25.55,33.42,8.02,35.38,10.61,5/1/23,
18,HF-28E,8970340343,Yes Quality,"Chevrolet Trooper Rodeo 3.2 V6, 98-03, (V)",Discos,Frenos,"D280mm, d88mm, A36mm, E26mm, 6H",DEL,V/D,0,29.63,33.19,23.11,25.88,33.85,8.12,35.84,10.75,5/1/23,
19,96058796,HF - 21C,Yes Quality,Chevrolet Vitara 3P 91-04 (S),Discos,Frenos,"D289mm, d107mm, A45.7mm, E10mm, 5H",DEL,S/D,0,19.2,21.50,14.98,16.77,21.93,5.26,23.22,6.97,5/1/23,
20,HF-31,5961814,Yes Quality,"Fiat Uno , Premio, Fiorino 86-94 (S)",Discos,Frenos,"D240mm, d59mm, A46.50mm, E12mm, 4H",DEL,S/D,0,13.58,15.21,10.59,11.86,15.51,3.72,16.43,4.93,5/1/23,
21,HF-18J,CN151125CA,Yes Quality,"Ford Ecosport 2.0 12>, 1.6 12>, 1.5 18 (V)",Discos,Frenos,"D278mm, d63mm, A40mm, E25mm,4H",DEL,V/D,0,19.78,22.15,15.43,17.28,22.60,5.42,23.93,7.18,5/1/23,
22,BD.3937,,Yes Quality,Ford Escape (V),Discos,Frenos,"D300mm, d60mm, A48mm, E27mm, 5H",DEL,V/D,0,27.27,30.54,21.27,23.82,31.15,7.48,32.99,9.90,5/1/23,
23,HF-355,DA0133251,Yes Quality,"Ford Festiva,Kia pride 1.1 1.3 16v 91-01 (S)",Discos,Frenos,"D219mm, d75mm, A37mm, E13mm, 4H",DEL,S/D,0,14.52,16.26,11.33,12.68,16.59,3.98,17.56,5.27,5/1/23,
24,51712-21350,HF - 102,Yes Quality,"Hyundai Accent 1.3-1.5 94-00,  Excel, Pony (V)",Discos,Frenos,"D242mm, d86mm, A40.50mm, E19mm, 4H",DEL,V/D,0,16.43,18.40,12.82,14.35,18.77,4.50,19.87,5.96,5/1/23,
25,HF-325L,51712-1R000,Yes Quality,"Hyundai Accent 1.6 >2012,Kia Rio III 1.4 (V)",Discos,Frenos,"D256mm, d62mm, A44mm, E22mm,4H",DEL,V/D,0,20.42,22.87,15.93,17.84,23.33,5.60,24.70,7.41,5/1/23,
26,51712-25060.,HF - 102A,Yes Quality,Hyundai Accent Verna 00-06 (V),Discos,Frenos,"D241mm, d63.50mm, A51.50mm, E19mm, 4H",DEL,V/D,0,18.38,20.59,14.34,16.06,21.00,5.04,22.23,6.67,5/1/23,
27,BR06-101,51712-02550,Yes Quality,Hyundai Atos Prime 01> (BD.0550) (V),Discos,Frenos,"D235mm, d63.5mm, A51mm, E18mm, 4H",DEL,V/D,0,14.68,16.44,11.45,12.82,16.77,4.02,17.76,5.33,5/1/23,
28,HF-100,,Yes Quality,"Hyundai H100 , H150 Gas (V)",Discos,Frenos,,,,0,15.66,17.54,12.21,13.68,17.89,4.29,18.94,5.68,5/1/23,
29,51712-1G000,HF - 360,Yes Quality,"Hyundai New Accent 06>,Kia Rio Xcite (V)",Discos,Frenos,"D256mm, d62.30mm, A46.70mm, E22mm, 4H",DEL,V/D,0,19.4,21.73,15.13,16.95,22.16,5.32,23.47,7.04,5/1/23,
30,BD0578,,Yes Quality,"Hyundai Tucs. 16, Sona. Hyb. 16,Kia Spor. Gt Line",Discos,Frenos,"D305mm, d68mm, A50mm, E25mm, 5H",DEL,V/D,0,25.45,28.50,19.85,22.23,29.07,6.98,30.78,9.24,5/1/23,
31,58411-1H300,,Yes Quality,"Hyundai Tucson IX 2.0 16v 11>, Post. (S)",Discos,Frenos,"D262mm, d76mm, A61mm, E10mm, 5H",POST,V/D,0,18.48,20.70,14.41,16.14,21.11,5.07,22.35,6.71,5/1/23,
32,HF-358A,51712-2D300,Yes Quality,"Kia Cerato 1.6,Hyundai Sonata 2.7, Elantra 2.0 (V)",Discos,Frenos,"D258mm, d69mm, A47mm, E25mm, 4H",DEL,V/D,0,18.69,20.93,14.58,16.33,21.35,5.12,22.61,6.78,5/1/23,
33,51712-FD200-,HF-360B,Yes Quality,Kia Rio Stylus (V),Discos,Frenos,"D235mm, d55mm, A50mm, E22mm, 4H",DEL,V/D,0,16.61,18.60,12.96,14.51,18.98,4.55,20.09,6.03,5/1/23,
34,HF-860,B00133251,Yes Quality,Mazda 323 1.3 84-89 (S),Discos,Frenos,"D227mm, d75mm, A31mm, E11mm, 4H",DEL,S/D,0,12.28,13.75,9.58,10.73,14.03,3.37,14.85,4.46,5/1/23,
35,HF-860A,3395510,Yes Quality,Mazda 626 91-97  (V),Discos,Frenos,"D258mm, d72mm, A48.5mm, E24mm, 4H",DEL,V/D,0,15.31,17.15,11.94,13.37,17.49,4.20,18.52,5.56,5/1/23,
36,HF-16T,,Yes Quality,Mazda BT-50 4x2 4x4 07<B2.6 Ford Ranger 07-12(V),Discos,Frenos,"D289mm, d98mm, A70mm, E28mm, 6H",DEL,V/D,0,28.68,32.12,22.37,25.05,32.76,7.86,34.69,10.41,5/1/23,
37,BD.7336,,Yes Quality,Mazda CX5 (V),Discos,Frenos,"D295mm, d66mm, A53mm, E30mm, 5H",DEL,V/D,0,26.37,29.53,20.57,23.04,30.13,7.23,31.90,9.57,5/1/23,
38,UB39-33-251.,HF - 351,Yes Quality,"Mazda E2.0 ,B2.2 ,B2.6 87-94, Besta (V)",Discos,Frenos,"D256mm, d86mm, A20.5mm, E20mm, 6H",DEL,V/D,0,15.12,16.93,11.79,13.21,17.27,4.15,18.29,5.49,5/1/23,
39,HF-200,MB407031,Yes Quality,Mits L200 4X2 89> (V),Discos,Frenos,"D258.50mm, d84mm, A38.50mm, E22mm, 6H",DEL,V/D,0,15.87,17.77,12.38,13.86,18.13,4.35,19.20,5.76,5/1/23,
40,HF-210B,MB699982,Yes Quality,"Mits Lancer 1.6 96-99, Galant 2.0 Mir (V)",Discos,Frenos,"D236mm, d64mm, A45mm, E18mm, 4H",DEL,V/D,0,14.84,16.62,11.58,12.96,16.95,4.07,17.95,5.39,5/1/23,
41,BD4648,HF - 208A,Yes Quality,Mitsubishi Outlander 2.3 Lancer ASX (S-P),Discos,Frenos,"D302mm, d80mm, A60mm, E10mm, 5H",POST,S/D,0,24.2,27.10,18.88,21.14,27.65,6.64,29.27,8.78,5/1/23,
42,HF-600B,40206JR70B,Yes Quality,"Nissan Front 2.5 07-16,LE/SE/SEL 2.3 17> (V)",Discos,Frenos,"D296mm, d68mm, A53mm, E28mm, 6H",DEL,V/D,0,27.62,30.93,21.54,24.13,31.55,7.57,33.41,10.02,5/1/23,
43,4020625400,HF-617,Yes Quality,"Nissan Frontier 2WD 98-04, Renault (V)(E-F)",Discos,Frenos,"D260mm, d92mm, A40mm , E26mm, 6H",DEL,V/D,0,22.66,25.38,17.67,19.80,25.89,6.21,27.41,8.22,5/1/23,
44,HF-618B,40206EA00A,Yes Quality,"Nissan Frontier 4X4 02-08,2.5 07-16 (V)",Discos,Frenos,"D296mm, d68mm, A38.5mm , E28mm, 6H",DEL,V/D,0,23.55,26.38,18.37,20.57,26.90,6.46,28.49,8.55,5/1/23,
45,HF-615,40206ET00A,Yes Quality,"Nissan Sentra 1.8 16V 2.0 16V 07>, Versa (V)",Discos,Frenos,"D279mm, d68mm, A44.20mm, E24mm, 4H",DEL,V/D,0,21.9,24.53,17.08,19.13,25.02,6.00,26.49,7.95,5/1/23,
46,BD.5800,HF-609,Yes Quality,Nissan Sentra B13 1.6 91-95 (V),Discos,Frenos,"D239.5mm, d61mm, A45.50mm, E18mm, 4H",DEL,V/D,0,14.36,16.08,11.20,12.54,16.40,3.94,17.37,5.21,5/1/23,
47,40206EE51A,HF - 613,Yes Quality,Nissan Tiida 1.6-1.8 2008> (V),Discos,Frenos,"D260mm, d68mm, A44mm, E22mm, 4H",DEL,V/D,0,16.89,18.92,13.17,14.76,19.30,4.63,20.43,6.13,5/1/23,
48,HF-619,,Yes Quality,"Nissan X-Trail 2.5 02-07,Primera 1.6-1.8-2.0 (V)",Discos,Frenos,,,,0,34.67,38.83,27.04,30.29,39.61,9.51,41.94,12.58,5/1/23,
49,4246R8,HF - 298,Yes Quality,"Peugeot 206 1.4 (c/ABS)>1998, Lifan 520 (S)",Discos,Frenos,"D247mm, d66mm, A34mm, E13mm, 4H",DEL,S/D,0,15.52,17.38,12.11,13.56,17.73,4.26,18.77,5.63,5/1/23,
50,7700780892,HF-549,Yes Quality,"Renault Megan 2.0, Logan 1.6  (V)",Discos,Frenos,"D259mm, d61mm, A41mm, E20.60mm, 4H",DEL,V/D,0,16.93,18.96,13.21,14.79,19.34,4.64,20.48,6.14,5/1/23,
51,HF-509,43512-05030,Yes Quality,Toyota Corolla 1.6i - 1.8i  - 2.0i 16V -97 (V),Discos,Frenos,"D260mm, d55mm, A49.2mm, E25mm, 5H",DEL,V/D,0,16.97,19.01,13.24,14.82,19.39,4.65,20.53,6.16,5/1/23,
52,HF-511,43512-OK080,Yes Quality,Toyota Hilux 2.5 4x2 06-12/ 3.0 4x4 05-15 (V),Discos,Frenos,"D297mm, d108mm, A67.5mm, E25mm, 6H",DEL,V/D,0,27.77,31.10,21.66,24.26,31.72,7.61,33.59,10.08,5/1/23,
53,43512-OK120,HF-492E,Yes Quality,Toyota Hilux 2.7 4X2 10> (275) HF-492E (V),Discos,Frenos,"D275mm, d58.3mm, A62mm, E28mm, 5H",DEL,V/D,0,24.84,27.82,19.38,21.70,28.38,6.81,30.05,9.01,5/1/23,
54,HF-500,43512-26040,Yes Quality,"Toyota Hi-Lux 4x2 93-04, Stout II BD.5180 (V)",Discos,Frenos,"D257mm, d84mm, A46.50mm, E25mm, 5H",DEL,V/D,0,19.02,21.30,14.84,16.62,21.73,5.21,23.01,6.90,5/1/23,
55,43512-35210-YES,,Yes Quality,Toyota Prado LandCruiser 3.4 Runner (V),Discos,Frenos,,,,0,20.66,23.14,16.11,18.05,23.60,5.66,24.99,7.50,5/1/23,
56,HF-485,43512-35210,Yes Quality,Toyota Prado LandCruiser 3.4 Runner (V),Discos,Frenos,"D319mm, d108mm, A70.20mm, E22mm, 6H",DEL,V/D,0,22.31,24.99,17.40,19.49,25.49,6.12,26.99,8.10,5/1/23,
57,HF-510,43511-16120,Yes Quality,Toyota Tercel 90-97 06 (V),Discos,Frenos,"D238mm, d55mm, A43mm, E18mm, 4H",DEL,V/D,0,14.18,15.88,11.06,12.39,16.20,3.89,17.15,5.15,5/1/23,
58,HF-90,2H0615301A,Yes Quality,Volkswagen Amarok 2.0 16V 10> (V),Discos,Frenos,"D303mm, d76mm, A57mm, E28mm, 4H",DEL,V/D,0,34.68,38.84,27.05,30.30,39.62,9.51,41.95,12.58,5/1/23,
59,9064210012,HF-421F,Yes Quality,"Volkswagen Crafter, Sprinter 05-06 HF-421F (V)",Discos,Frenos,"D300mm, d85mm, A69mm, E28mm, 6H",DEL,V/D,0,36.34,40.70,28.35,31.75,41.51,9.96,43.96,13.19,5/1/23,
60,HF-01,175615301,Yes Quality,Volkswagen Gol 1.6 96-99  Vento 1.8 BD.3300 (S),Discos,Frenos,"D239mm, d65mm, A35.50mm, E12mm, 4H",DEL,S/D,0,12.3,13.78,9.59,10.75,14.05,3.37,14.88,4.46,5/1/23,
61,HF-02A,,Yes Quality,Volkswagen Gol 1.8 00> Santana 90-94 Saveiro >97 (V),Discos,Frenos,,,,0,13.98,15.66,10.90,12.21,15.97,3.83,16.91,5.07,5/1/23,
62,HF-87A,5U0615301C,Yes Quality,"Volkswagen Gol G5 1.0 8V, Saveiro G5 1.6 8V 10 (V)",Discos,Frenos,"D256mm, d65mm, A34mm, E18mm, 4H",DEL,V/D,0,17.95,20.10,14.00,15.68,20.51,4.92,21.71,6.51,5/1/23,
63,HF-88C,60N0615301A,Yes Quality,Volkswagen Polo 1.6 8V 03-15 (V),Discos,Frenos,"D256mm, d65mm, A39.30mm, E25mm, 4H",DEL,V/D,0,19.3,21.62,15.05,16.86,22.05,5.29,23.35,7.00,5/1/23,
64,HF-82,1J0615301E,Yes Quality,"Volkswagen Polo Classic 02> Jetta 99-04, Fox 1.6 (V)",Discos,Frenos,"D280mm, d65mm, A36.50mm, E22mm, 5H",DEL,V/D,0,19.73,22.10,15.39,17.24,22.54,5.41,23.87,7.16,5/1/23,
65,D177,,Yes Quality,Byd Flyer,Pastillas,Frenos,,Del ,,0,7.98,8.94,6.22,6.97,9.12,2.19,9.65,2.90,5/1/23,
66,MD1U-1499,,Yes Quality,Changan Change 2017 (Post),Pastillas,Frenos,,Del ,,0,9.15,10.25,7.14,7.99,10.45,2.51,11.07,3.32,5/1/23,
67,1U-0434,,Yes Quality,Chery Fulwin Sedan 15> Q35 Tigo 2 1.5,Pastillas,Frenos,,Del ,,0,7.79,8.72,6.08,6.81,8.90,2.14,9.42,2.83,5/1/23,
68,MD885,,Yes Quality,Chery QQ3,Pastillas,Frenos,,Del ,,0,6.93,7.76,5.41,6.05,7.92,1.90,8.38,2.51,5/1/23,
69,MD227A,,Yes Quality,Chery Tiggo 2.0 (Esp 16mm),Pastillas,Frenos,,,,0,11.1,12.43,8.66,9.70,12.68,3.04,13.43,4.03,5/1/23,
70,D1673,,Yes Quality,"Chery Tigo 2,0 Post",Pastillas,Frenos,,Post,,0,7.9,8.85,6.16,6.90,9.02,2.17,9.56,2.87,5/1/23,
71,FDB1521,,Yes Quality,Chery Tiigo 2 Post,Pastillas,Frenos,,Post,,0,7.42,8.31,5.79,6.48,8.48,2.03,8.98,2.69,5/1/23,
72,MD9027,,Yes Quality,Chevrolet Alto,Pastillas,Frenos,,Del ,,0,7.38,8.27,5.76,6.45,8.43,2.02,8.93,2.68,5/1/23,
73,MD1035,,Yes Quality,"Chevrolet Aveo 1.4 1.5 1.6, Optra - Daewoo Leganza",Pastillas,Frenos,,Del ,,0,10.13,11.35,7.90,8.85,11.57,2.78,12.25,3.68,5/1/23,
74,MD797,,Yes Quality,"Chevrolet Aveo 1.4 1.5 1.6, Optra - Daewoo Leganza",Pastillas,Frenos,,Del ,,0,10.13,11.35,7.90,8.85,11.57,2.78,12.25,3.68,5/1/23,
75,MD1264,,Yes Quality,Chevrolet Captiva,Pastillas,Frenos,,Del ,,0,12.94,14.49,10.09,11.30,14.78,3.55,15.65,4.70,5/1/23,
76,MD1264TT,,Yes Quality,Chevrolet Captiva,Pastillas,Frenos,,Del ,,0,13.9,15.57,10.84,12.14,15.88,3.81,16.81,5.04,5/1/23,
77,MD1U-1473,,Yes Quality,Chevrolet Cavalier 1.5 19< (Del),Pastillas,Frenos,,Del ,,0,10.98,12.30,8.56,9.59,12.54,3.01,13.28,3.98,5/1/23,
78,MD369TT,,Yes Quality,"Chevrolet Cheyyenne, Gran  Blazer 94>",Pastillas,Frenos,,Del ,,0,16.67,18.67,13.00,14.56,19.04,4.57,20.16,6.05,5/1/23,
79,MD1173,,Yes Quality,"Chevrolet Corsa (<00), Volkswagen Gol 1.8 99>11, Fiat Premio",Pastillas,Frenos,,Del ,,0,10.34,11.58,8.07,9.03,11.81,2.83,12.51,3.75,5/1/23,
80,MD688,,Yes Quality,Chevrolet Corsa (>01),Pastillas,Frenos,,Del ,,0,9.89,11.08,7.71,8.64,11.30,2.71,11.96,3.59,5/1/23,
81,MD1176,,Yes Quality,Chevrolet Corsa Evolution,Pastillas,Frenos,,Del ,,0,10.9,12.21,8.50,9.52,12.45,2.99,13.18,3.96,5/1/23,
82,WVA22342,,Yes Quality,Chevrolet Cruze II 1.4 17< (Del),Pastillas,Frenos,,Del ,,0,13.9,15.57,10.84,12.14,15.88,3.81,16.81,5.04,5/1/23,
83,D8629,,Yes Quality,Chevrolet D-max 2009>,Pastillas,Frenos,,Del ,,0,15.57,17.44,12.14,13.60,17.79,4.27,18.83,5.65,5/1/23,
84,D296,,Yes Quality,Chevrolet Forza I,Pastillas,Frenos,,Del ,,0,8.12,9.09,6.33,7.09,9.28,2.23,9.82,2.95,5/1/23,
85,MKD9015,,Yes Quality,"Chevrolet Forza II, Forza 1.3 2002>",Pastillas,Frenos,,Del ,,0,8.2,9.18,6.40,7.16,9.37,2.25,9.92,2.98,5/1/23,
86,MD1188,,Yes Quality,Chevrolet Grand Vitara Sz 2.0L 07> (Del),Pastillas,Frenos,,Del ,,0,12.45,13.94,9.71,10.88,14.22,3.41,15.06,4.52,5/1/23,
87,MD1188TT,,Yes Quality,Chevrolet Grand Vitara Sz 2.0L 07> (Del),Pastillas,Frenos,,Del ,,0,14.9,16.69,11.62,13.02,17.02,4.09,18.02,5.41,5/1/23,
88,MD285,,Yes Quality,"Chevrolet Luv 2.0 , Trooper 2.0",Pastillas,Frenos,,Del ,,0,10.61,11.88,8.28,9.27,12.12,2.91,12.83,3.85,5/1/23,
89,MD363,,Yes Quality,"Chevrolet Luv 2.2 , 2.3 ,Trooper 2.3, Rodeo 2.6",Pastillas,Frenos,,Del ,,0,11.39,12.76,8.88,9.95,13.01,3.12,13.78,4.13,5/1/23,
90,MD579,,Yes Quality,"Chevrolet Luv 3.2 , Trooper 3.2",Pastillas,Frenos,,Del ,,0,12.41,13.90,9.68,10.84,14.18,3.40,15.01,4.50,5/1/23,
91,MD579TT,,Yes Quality,"Chevrolet Luv 3.2 , Trooper 3.2",Pastillas,Frenos,,Del ,,0,13.46,15.08,10.50,11.76,15.38,3.69,16.28,4.88,5/1/23,
92,MD1039,,Yes Quality,Chevrolet Luv D-max 05-09 2.4 2.5 3.0 3.5 (Del),Pastillas,Frenos,,Del ,,0,14.39,16.12,11.22,12.57,16.44,3.95,17.41,5.22,5/1/23,
93,MD1039TT,,Yes Quality,Chevrolet Luv D-max 05-09 2.4 2.5 3.0 3.5 (Del),Pastillas,Frenos,,Del ,,0,15.17,16.99,11.83,13.25,17.33,4.16,18.35,5.50,5/1/23,
94,MD726TT,,Yes Quality,Chevrolet Mini Blazer,Pastillas,Frenos,,Del ,,0,14.35,16.07,11.19,12.54,16.39,3.93,17.36,5.21,5/1/23,
95,D154TT,,Yes Quality,"Chevrolet Mini Blazer  4*2 , 4*4  ,83-97",Pastillas,Frenos,,Del ,,0,15.6,17.47,12.17,13.63,17.82,4.28,18.87,5.66,5/1/23,
96,MD052TT,,Yes Quality,"Chevrolet Mini Blazer 99-02 , S10 99-04",Pastillas,Frenos,,,,0,12.73,14.26,9.93,11.12,14.54,3.49,15.40,4.62,5/1/23,
97,MD729S,,Yes Quality,Chevrolet Mini Blazer 99-02 S10 99-03 ( Post.),Pastillas,Frenos,,,,0,10.64,11.92,8.30,9.30,12.16,2.92,12.87,3.86,5/1/23,
98,MD729TT,,Yes Quality,Chevrolet Mini Blazer 99-02 S10 99-03 ( Post.),Pastillas,Frenos,,Post,,0,12.32,13.80,9.61,10.76,14.07,3.38,14.90,4.47,5/1/23,
99,MD704,,Yes Quality,Chevrolet N300 (P-Anc) / Furgoneta Foton grantour,Pastillas,Frenos,,Del ,,0,10.67,11.95,8.32,9.32,12.19,2.93,12.91,3.87,5/1/23,
100,MD227,,Yes Quality,Chevrolet N300 (P-Del)Volkswagen Vento 2.0 93-97/ Polo -99,Pastillas,Frenos,,Del ,,0,10.38,11.63,8.10,9.07,11.86,2.85,12.56,3.77,5/1/23,
101,D1036,,Yes Quality,Chevrolet Optra (08 - on) Post.,Pastillas,Frenos,,Post,,0,7.26,8.13,5.66,6.34,8.29,1.99,8.78,2.63,5/1/23,
102,ZWD649TT,,Yes Quality,Chevrolet Sail 1.4 <2017,Pastillas,Frenos,,Del ,,0,12.99,14.55,10.13,11.35,14.84,3.56,15.71,4.71,5/1/23,
103,MD1942,,Yes Quality,Chevrolet Sail 1.5 2017-,Pastillas,Frenos,,Del ,,0,11.81,13.23,9.21,10.32,13.49,3.24,14.29,4.29,5/1/23,
104,D1092S,,Yes Quality,"Chevrolet Silverado C1500 05> Tahoe 09>, Trail Blaz",Pastillas,Frenos,,Del ,,0,16.38,18.35,12.78,14.31,18.71,4.49,19.81,5.94,5/1/23,
105,MD1590,,Yes Quality,Chevrolet Spark GT (11 - ),Pastillas,Frenos,,Del ,,0,10.89,12.20,8.49,9.51,12.44,2.99,13.17,3.95,5/1/23,
106,MD680,,Yes Quality,"Chevrolet Suzuki Gran Vitara 5P, Vitara XL7",Pastillas,Frenos,,Del ,,0,10.54,11.80,8.22,9.21,12.04,2.89,12.75,3.82,5/1/23,
107,GDB3633,,Yes Quality,Chevrolet Suzuki SCROSS,Pastillas,Frenos,,Del ,,0,11.37,12.73,8.87,9.93,12.99,3.12,13.75,4.13,5/1/23,
108,MD418,,Yes Quality,Chevrolet Suzuki Vitara 3P,Pastillas,Frenos,,Del ,,0,8.89,9.96,6.93,7.77,10.16,2.44,10.75,3.23,5/1/23,
109,MD418TT,,Yes Quality,Chevrolet Suzuki Vitara 3P,Pastillas,Frenos,,Del ,,0,12.71,14.24,9.91,11.10,14.52,3.48,15.37,4.61,5/1/23,
110,D660,,Yes Quality,"Chevrolet Suzuky Jimmy, Samurai",Pastillas,Frenos,,Del ,,0,7.23,8.10,5.64,6.32,8.26,1.98,8.75,2.62,5/1/23,
111,MD883TT,,Yes Quality,"Chevrolet Trail Blazer 02, Ford Expl. 02-07 (Post)",Pastillas,Frenos,,Post,,0,14.37,16.09,11.21,12.55,16.42,3.94,17.38,5.21,5/1/23,
112,MD1169C,,Yes Quality,Chevrolet Trail Blazer SS  2008,Pastillas,Frenos,,Del ,,0,18.4,20.61,14.35,16.07,21.02,5.04,22.26,6.68,5/1/23,
113,MD556,,Yes Quality,"Chevrolet Vitara 5P 94 , Gran Vitara 3P 99>",Pastillas,Frenos,,Del ,,0,9.71,10.88,7.57,8.48,11.09,2.66,11.75,3.52,5/1/23,
114,D736TT,,Yes Quality,"Chevrolet Zafira, Vectra",Pastillas,Frenos,,Del ,,0,12.99,14.55,10.13,11.35,14.84,3.56,15.71,4.71,5/1/23,
115,D1321,,Yes Quality,"Daewoo Lanos, Matiz, QQ3 Del.",Pastillas,Frenos,,Del ,,0,9.61,10.76,7.50,8.40,10.98,2.63,11.62,3.49,5/1/23,
116,D378,,Yes Quality,"Daewoo Racer , Cielo",Pastillas,Frenos,,Del ,,0,9.5,10.64,7.41,8.30,10.85,2.60,11.49,3.45,5/1/23,
117,MD1035TT,,Yes Quality,"DaewooChevrolet Aveo 1.4 1.5 1.6, Optra , Leganza",Pastillas,Frenos,,Del ,,0,13.55,15.18,10.57,11.84,15.48,3.72,16.39,4.92,5/1/23,
118,D1315,,Yes Quality,DaewooChevrolet Optra (- 07 Post),Pastillas,Frenos,,Post,,0,7.61,8.52,5.94,6.65,8.69,2.09,9.21,2.76,5/1/23,
119,MD8127,,Yes Quality,"Fiat Uno , Monza , Aska",Pastillas,Frenos,,Del ,,0,8.3,9.30,6.47,7.25,9.48,2.28,10.04,3.01,5/1/23,
120,MD1012TT,,Yes Quality,"Ford 150 2007, Sport Track 2004-2006",Pastillas,Frenos,,Post,,0,12.97,14.53,10.12,11.33,14.82,3.56,15.69,4.71,5/1/23,
121,MD1011TT,,Yes Quality,"Ford 150 2007,Explorer, Sport Track 2004-2006",Pastillas,Frenos,,Del ,,0,13.79,15.44,10.76,12.05,15.75,3.78,16.68,5.00,5/1/23,
122,D1414TT,,Yes Quality,Ford 150 2010< Del.,Pastillas,Frenos,,Del ,,0,21.95,24.58,17.12,19.18,25.08,6.02,26.55,7.97,5/1/23,
